Id : StandAnim - walkAnim - rotate180Animation - rotate90LeftAnimation - rotate90RightAnimation 
1522 : 447 : 448 : 65535 : 65535 : 65535
1523 : 447 : 448 : 65535 : 65535 : 65535
1524 : 447 : 448 : 65535 : 65535 : 65535
1525 : 447 : 448 : 65535 : 65535 : 65535
1526 : 447 : 448 : 65535 : 65535 : 65535
1527 : 447 : 448 : 65535 : 65535 : 65535
1528 : 447 : 448 : 65535 : 65535 : 65535
1529 : 447 : 448 : 65535 : 65535 : 65535
1530 : 447 : 448 : 65535 : 65535 : 65535
1531 : 447 : 448 : 65535 : 65535 : 65535
1532 : 447 : 448 : 65535 : 65535 : 65535
1533 : 447 : 448 : 65535 : 65535 : 65535
1534 : 447 : 448 : 65535 : 65535 : 65535
1535 : 447 : 448 : 65535 : 65535 : 65535
1536 : 447 : 448 : 65535 : 65535 : 65535
1537 : 2065 : 2064 : 65535 : 65535 : 65535
1538 : 808 : 819 : 820 : 822 : 821
1539 : 2065 : 2064 : 65535 : 65535 : 65535
1540 : 2561 : 2562 : 2562 : 2562 : 2562
1541 : 808 : 819 : 820 : 822 : 821
1542 : 447 : 448 : 65535 : 65535 : 65535
1543 : 1516 : 1515 : 65535 : 65535 : 65535
1544 : 447 : 448 : 65535 : 65535 : 65535
1545 : 808 : 819 : 820 : 822 : 821
1546 : 808 : 819 : 820 : 822 : 821
1547 : 808 : 819 : 820 : 822 : 821
1548 : 808 : 819 : 820 : 822 : 821
1549 : 808 : 819 : 820 : 822 : 821
1550 : 808 : 819 : 820 : 822 : 821
1551 : 808 : 819 : 820 : 822 : 821
1552 : 808 : 819 : 820 : 822 : 821
1553 : 1310 : 1311 : 65535 : 65535 : 65535
1554 : 6771 : 6773 : 65535 : 65535 : 65535
1555 : 6771 : 6773 : 65535 : 65535 : 65535
1556 : 813 : 1205 : 1206 : 1208 : 1207
1557 : 813 : 1205 : 1206 : 1208 : 1207
1558 : 813 : 1205 : 1206 : 1208 : 1207
1559 : 813 : 1205 : 1206 : 1208 : 1207
1560 : 101 : 98 : 65535 : 65535 : 65535
1561 : 101 : 98 : 65535 : 65535 : 65535
1562 : 195 : 189 : 65535 : 65535 : 65535
1563 : 808 : 1146 : 65535 : 65535 : 65535
1564 : 808 : 819 : 820 : 822 : 821
1565 : 808 : 819 : 820 : 822 : 821
1566 : 813 : 1146 : 820 : 822 : 821
1567 : 808 : 819 : 820 : 822 : 821
1568 : 813 : 1146 : 820 : 822 : 821
1569 : 808 : 819 : 820 : 822 : 821
1570 : 808 : 819 : 820 : 822 : 821
1571 : 808 : 819 : 820 : 822 : 821
1572 : 808 : 819 : 820 : 822 : 821
1573 : 808 : 819 : 820 : 822 : 821
1574 : 808 : 819 : 820 : 822 : 821
1575 : 813 : 1205 : 1206 : 1208 : 1207
1576 : 808 : 819 : 820 : 822 : 821
1577 : 2561 : 2562 : 2562 : 2562 : 2562
1578 : 813 : 1205 : 1206 : 1208 : 1207
1579 : 808 : 819 : 820 : 822 : 821
1580 : 808 : 819 : 820 : 822 : 821
1581 : 808 : 819 : 820 : 822 : 821
1582 : 808 : 819 : 820 : 822 : 821
1583 : 808 : 819 : 820 : 822 : 821
1584 : 808 : 819 : 820 : 822 : 821
1585 : 808 : 819 : 820 : 822 : 821
1586 : 808 : 819 : 820 : 822 : 821
1587 : 808 : 819 : 820 : 822 : 821
1588 : 808 : 819 : 820 : 822 : 821
1589 : 808 : 819 : 820 : 822 : 821
1590 : 808 : 819 : 820 : 822 : 821
1591 : 808 : 819 : 820 : 822 : 821
1592 : 808 : 819 : 820 : 822 : 821
1593 : 808 : 819 : 820 : 822 : 821
1594 : 808 : 819 : 820 : 822 : 821
1595 : 808 : 819 : 820 : 822 : 821
1596 : 808 : 819 : 820 : 822 : 821
1597 : 808 : 819 : 820 : 822 : 821
1598 : 808 : 819 : 820 : 822 : 821
1599 : 808 : 819 : 820 : 822 : 821
1600 : 808 : 819 : 820 : 822 : 821
1601 : 808 : 819 : 820 : 822 : 821
1602 : 808 : 819 : 820 : 822 : 821
1603 : 808 : 819 : 820 : 822 : 821
1604 : 808 : 819 : 820 : 822 : 821
1605 : 808 : 819 : 820 : 822 : 821
1606 : 130 : 127 : 65535 : 65535 : 65535
1607 : 5318 : 5317 : 65535 : 65535 : 65535
1608 : 842 : 841 : 65535 : 65535 : 65535
1609 : 66 : 63 : 65535 : 65535 : 65535
1610 : 808 : 819 : 820 : 822 : 821
1611 : 808 : 819 : 820 : 822 : 821
1612 : 195 : 189 : 65535 : 65535 : 65535
1614 : 808 : 819 : 820 : 822 : 821
1615 : 808 : 819 : 820 : 822 : 821
1616 : 808 : 819 : 820 : 822 : 821
1617 : 808 : 819 : 820 : 822 : 821
1619 : 317 : 314 : 65535 : 65535 : 65535
1620 : 317 : 314 : 65535 : 65535 : 65535
1621 : 317 : 314 : 65535 : 65535 : 65535
1622 : 317 : 314 : 65535 : 65535 : 65535
1623 : 317 : 314 : 65535 : 65535 : 65535
1624 : 317 : 314 : 65535 : 65535 : 65535
1625 : 317 : 314 : 65535 : 65535 : 65535
1626 : 317 : 314 : 65535 : 65535 : 65535
1627 : 317 : 314 : 65535 : 65535 : 65535
1628 : 317 : 314 : 65535 : 65535 : 65535
1629 : 317 : 314 : 65535 : 65535 : 65535
1630 : 317 : 314 : 65535 : 65535 : 65535
1631 : 317 : 314 : 65535 : 65535 : 65535
1632 : 317 : 314 : 65535 : 65535 : 65535
1635 : 6613 : 6614 : 65535 : 65535 : 65535
1636 : 6613 : 6614 : 65535 : 65535 : 65535
1637 : 6613 : 6614 : 65535 : 65535 : 65535
1638 : 6613 : 6614 : 65535 : 65535 : 65535
1639 : 6613 : 6614 : 65535 : 65535 : 65535
1640 : 6613 : 6614 : 65535 : 65535 : 65535
1641 : 6613 : 6614 : 65535 : 65535 : 65535
1642 : 6613 : 6614 : 65535 : 65535 : 65535
1643 : 6613 : 6614 : 65535 : 65535 : 65535
1644 : 6613 : 6614 : 65535 : 65535 : 65535
1645 : 6613 : 6614 : 65535 : 65535 : 65535
1646 : 6613 : 6614 : 65535 : 65535 : 65535
1647 : 6613 : 6614 : 65535 : 65535 : 65535
1648 : 6613 : 6614 : 65535 : 65535 : 65535
1649 : 6613 : 6614 : 65535 : 65535 : 65535
1650 : 6613 : 6614 : 65535 : 65535 : 65535
1651 : 6613 : 6614 : 65535 : 65535 : 65535
1652 : 6613 : 6614 : 65535 : 65535 : 65535
1653 : 6613 : 6614 : 65535 : 65535 : 65535
1654 : 6613 : 6614 : 65535 : 65535 : 65535
1655 : 5424 : -1 : -1 : -1 : -1
1656 : 808 : 819 : 820 : 822 : 821
1657 : 808 : 819 : 820 : 822 : 821
1658 : 2065 : 2064 : 65535 : 65535 : 65535
1659 : 2561 : 2562 : 2562 : 2562 : 2562
1660 : 808 : 819 : 820 : 822 : 821
1661 : 2561 : 2562 : 2562 : 2562 : 2562
1662 : 808 : 819 : 820 : 822 : 821
1663 : 808 : 819 : 820 : 822 : 821
1664 : 808 : 819 : 820 : 822 : 821
1665 : 808 : 819 : 820 : 822 : 821
1666 : 2065 : 2064 : 65535 : 65535 : 65535
1667 : 5094 : 5095 : 65535 : 65535 : 65535
1668 : 5393 : 5394 : 65535 : 65535 : 65535
1669 : 5099 : 5100 : 65535 : 65535 : 65535
1670 : 5104 : 5107 : 65535 : 65535 : 65535
1671 : 1728 : 1205 : 1206 : 1208 : 1207
1672 : 813 : 1205 : 1206 : 1208 : 1207
1673 : 2065 : 2064 : 65535 : 65535 : 65535
1674 : 813 : 1205 : 1206 : 1208 : 1207
1675 : 808 : 819 : 820 : 822 : 821
1676 : 808 : 819 : 820 : 822 : 821
1677 : 2061 : 2060 : 65535 : 65535 : 65535
1678 : 2071 : 2069 : 65535 : 65535 : 65535
1679 : 242 : 239 : 65535 : 65535 : 65535
1680 : 4932 : 4931 : 65535 : 65535 : 65535
1681 : 4932 : 4931 : 65535 : 65535 : 65535
1682 : 4932 : 4931 : 65535 : 65535 : 65535
1683 : 6247 : 6248 : 65535 : 65535 : 65535
1684 : 5326 : 5325 : 65535 : 65535 : 65535
1685 : 5483 : 5481 : 65535 : 65535 : 65535
1686 : 5483 : 5481 : 65535 : 65535 : 65535
1687 : 5483 : 5481 : 65535 : 65535 : 65535
1688 : 5483 : 5481 : 65535 : 65535 : 65535
1689 : 3886 : 3887 : 65535 : 65535 : 65535
1690 : 3886 : 3887 : 65535 : 65535 : 65535
1691 : 3886 : 3887 : 65535 : 65535 : 65535
1692 : 3886 : 3887 : 65535 : 65535 : 65535
1693 : 3886 : 3887 : 65535 : 65535 : 65535
1694 : 3899 : 3898 : 65535 : 65535 : 65535
1695 : 3899 : 3898 : 65535 : 65535 : 65535
1696 : 3899 : 3898 : 65535 : 65535 : 65535
1697 : 3899 : 3898 : 65535 : 65535 : 65535
1698 : 3899 : 3898 : 65535 : 65535 : 65535
1699 : 3899 : 3898 : 65535 : 65535 : 65535
1700 : 3899 : 3898 : 65535 : 65535 : 65535
1701 : 3899 : 3898 : 65535 : 65535 : 65535
1702 : 3899 : 3898 : 65535 : 65535 : 65535
1703 : 3899 : 3898 : 65535 : 65535 : 65535
1704 : 3913 : 3914 : 65535 : 65535 : 65535
1705 : 3913 : 3914 : 65535 : 65535 : 65535
1706 : 3913 : 3914 : 65535 : 65535 : 65535
1707 : 3913 : 3914 : 65535 : 65535 : 65535
1708 : 3913 : 3914 : 65535 : 65535 : 65535
1709 : 3906 : 3907 : 65535 : 65535 : 65535
1710 : 3906 : 3907 : 65535 : 65535 : 65535
1711 : 3906 : 3907 : 65535 : 65535 : 65535
1712 : 3906 : 3907 : 65535 : 65535 : 65535
1713 : 3906 : 3907 : 65535 : 65535 : 65535
1714 : 3878 : 3879 : 65535 : 65535 : 65535
1715 : 3878 : 3879 : 65535 : 65535 : 65535
1716 : 3878 : 3879 : 65535 : 65535 : 65535
1717 : 3878 : 3879 : 65535 : 65535 : 65535
1718 : 3878 : 3879 : 65535 : 65535 : 65535
1719 : 3878 : 3879 : 65535 : 65535 : 65535
1720 : 3878 : 3879 : 65535 : 65535 : 65535
1721 : 3878 : 3879 : 65535 : 65535 : 65535
1722 : 3878 : 3879 : 65535 : 65535 : 65535
1723 : 3878 : 3879 : 65535 : 65535 : 65535
1724 : 3918 : 3919 : 65535 : 65535 : 65535
1725 : 3918 : 3919 : 65535 : 65535 : 65535
1726 : 3918 : 3919 : 65535 : 65535 : 65535
1727 : 3918 : 3919 : 65535 : 65535 : 65535
1728 : 3918 : 3919 : 65535 : 65535 : 65535
1729 : 3918 : 3919 : 65535 : 65535 : 65535
1730 : 3918 : 3919 : 65535 : 65535 : 65535
1731 : 3918 : 3919 : 65535 : 65535 : 65535
1732 : 3918 : 3919 : 65535 : 65535 : 65535
1733 : 3918 : 3919 : 65535 : 65535 : 65535
1734 : 3893 : 3892 : 65535 : 65535 : 65535
1735 : 3893 : 3892 : 65535 : 65535 : 65535
1736 : 3893 : 3892 : 65535 : 65535 : 65535
1737 : 3893 : 3892 : 65535 : 65535 : 65535
1738 : 3893 : 3892 : 65535 : 65535 : 65535
1739 : 813 : 1205 : 1206 : 1208 : 1207
1740 : 813 : 1205 : 1206 : 1208 : 1207
1741 : 813 : 1205 : 1206 : 1208 : 1207
1742 : 813 : 1205 : 1206 : 1208 : 1207
1743 : 813 : 1205 : 1206 : 1208 : 1207
1744 : 813 : 1205 : 1206 : 1208 : 1207
1745 : 813 : 1205 : 1206 : 1208 : 1207
1746 : 813 : 1205 : 1206 : 1208 : 1207
1747 : 813 : 1205 : 1206 : 1208 : 1207
1748 : 813 : 1205 : 1206 : 1208 : 1207
1749 : 813 : 1205 : 1206 : 1208 : 1207
1750 : 813 : 1205 : 1206 : 1208 : 1207
1751 : 813 : 1205 : 1206 : 1208 : 1207
1752 : 813 : 1205 : 1206 : 1208 : 1207
1753 : 813 : 1205 : 1206 : 1208 : 1207
1754 : 813 : 1205 : 1206 : 1208 : 1207
1755 : 813 : 1205 : 1206 : 1208 : 1207
1756 : 813 : 1205 : 1206 : 1208 : 1207
1757 : 813 : 1205 : 1206 : 1208 : 1207
1758 : 813 : 1205 : 1206 : 1208 : 1207
1759 : 813 : 1205 : 1206 : 1208 : 1207
1760 : 813 : 1205 : 1206 : 1208 : 1207
1761 : 813 : 1205 : 1206 : 1208 : 1207
1762 : 813 : 1205 : 1206 : 1208 : 1207
1763 : 808 : 819 : 820 : 822 : 821
1764 : 808 : 819 : 820 : 822 : 821
1765 : 808 : 819 : 820 : 822 : 821
1766 : 808 : 819 : 820 : 822 : 821
1767 : 808 : 819 : 820 : 822 : 821
1768 : 808 : 819 : 820 : 822 : 821
1769 : 813 : 1205 : 1206 : 1208 : 1207
1770 : 813 : 1205 : 1206 : 1208 : 1207
1771 : 813 : 1205 : 1206 : 1208 : 1207
1772 : 813 : 1205 : 1206 : 1208 : 1207
1773 : 813 : 1205 : 1206 : 1208 : 1207
1774 : 808 : 819 : 820 : 822 : 821
1775 : 808 : 819 : 820 : 822 : 821
1776 : 808 : 819 : 820 : 822 : 821
1777 : 808 : 819 : 820 : 822 : 821
1778 : 808 : 819 : 820 : 822 : 821
1779 : 5558 : 5557 : 65535 : 65535 : 65535
1780 : 5558 : 5557 : 65535 : 65535 : 65535
1781 : 808 : 819 : 820 : 822 : 821
1782 : 1947 : 1945 : 65535 : 65535 : 65535
1783 : 808 : 819 : 820 : 822 : 821
1784 : 5572 : 5570 : 65535 : 65535 : 65535
1785 : 5483 : 5479 : 65535 : 65535 : 65535
1786 : 5530 : 5531 : 65535 : 65535 : 65535
1787 : 5483 : 5479 : 65535 : 65535 : 65535
1788 : 808 : 819 : 820 : 822 : 821
1789 : 808 : 819 : 820 : 822 : 821
1790 : 813 : 1205 : 1206 : 1208 : 1207
1791 : 808 : 819 : 820 : 822 : 821
1792 : 252 : 249 : 65535 : 65535 : 65535
1793 : 252 : 249 : 65535 : 65535 : 65535
1794 : 252 : 249 : 65535 : 65535 : 65535
1795 : 252 : 249 : 65535 : 65535 : 65535
1796 : 252 : 249 : 65535 : 65535 : 65535
1797 : 252 : 249 : 65535 : 65535 : 65535
1798 : 2561 : 2562 : 2562 : 2562 : 2562
1799 : 2561 : 2562 : 2562 : 2562 : 2562
1800 : 2561 : 2562 : 2562 : 2562 : 2562
1801 : 5801 : 5802 : 65535 : 65535 : 65535
1802 : 5801 : 5802 : 65535 : 65535 : 65535
1803 : 5801 : 5802 : 65535 : 65535 : 65535
1804 : 5801 : 5802 : 65535 : 65535 : 65535
1805 : 5801 : 5802 : 65535 : 65535 : 65535
1806 : 5801 : 5802 : 65535 : 65535 : 65535
1807 : 808 : 819 : 820 : 822 : 821
1808 : 5800 : 5799 : 65535 : 65535 : 65535
1809 : 317 : 314 : 65535 : 65535 : 65535
1810 : 317 : 314 : 65535 : 65535 : 65535
1811 : 317 : 314 : 65535 : 65535 : 65535
1812 : 317 : 314 : 65535 : 65535 : 65535
1813 : 317 : 314 : 65535 : 65535 : 65535
1814 : 808 : 819 : 820 : 822 : 821
1815 : 808 : 819 : 820 : 822 : 821
1816 : 4257 : 4256 : 65535 : 65535 : 65535
1817 : 222 : 219 : 65535 : 65535 : 65535
1818 : 0 : 0 : 65535 : 65535 : 65535
1825 : 1386 : 1380 : 65535 : 65535 : 65535
1826 : 1386 : 1380 : 65535 : 65535 : 65535
1827 : 2561 : 2562 : 2562 : 2562 : 2562
1828 : 2561 : 2562 : 2562 : 2562 : 2562
1829 : 2561 : 2562 : 2562 : 2562 : 2562
1830 : -1 : 10 : 65535 : 65535 : 65535
1831 : 3242 : 3241 : 65535 : 65535 : 65535
1832 : 3242 : 3241 : 65535 : 65535 : 65535
1833 : 808 : 819 : 820 : 822 : 821
1834 : 4299 : 4298 : 65535 : 65535 : 65535
1835 : 4303 : 4304 : 65535 : 65535 : 65535
1838 : 6818 : 6817 : 65535 : 65535 : 65535
1839 : 6818 : 6817 : 65535 : 65535 : 65535
1840 : -1 : -1 : -1 : -1 : -1
1841 : 112 : 106 : 65535 : 65535 : 65535
1842 : 112 : 106 : 65535 : 65535 : 65535
1843 : 4311 : 4310 : 65535 : 65535 : 65535
1844 : 4311 : 4310 : 65535 : 65535 : 65535
1845 : 6374 : 6373 : 65535 : 65535 : 65535
1846 : 808 : 819 : 820 : 822 : 821
1847 : 112 : 106 : 65535 : 65535 : 65535
1848 : 112 : 106 : 65535 : 65535 : 65535
1849 : 112 : 106 : 65535 : 65535 : 65535
1850 : 112 : 106 : 65535 : 65535 : 65535
1851 : 112 : 106 : 65535 : 65535 : 65535
1852 : 6089 : 6088 : 65535 : 65535 : 65535
1853 : 6089 : 6088 : 65535 : 65535 : 65535
1854 : 362 : 362 : 65535 : 65535 : 65535
1855 : 362 : 362 : 65535 : 65535 : 65535
1856 : 112 : 106 : 65535 : 65535 : 65535
1857 : 112 : 106 : 65535 : 65535 : 65535
1860 : 112 : 106 : 65535 : 65535 : 65535
1861 : 96 : 93 : 65535 : 65535 : 65535
1862 : 96 : 93 : 65535 : 65535 : 65535
1863 : 96 : 93 : 65535 : 65535 : 65535
1864 : 96 : 93 : 65535 : 65535 : 65535
1865 : 96 : 93 : 65535 : 65535 : 65535
1866 : 96 : 93 : 65535 : 65535 : 65535
1867 : 3396 : 3396 : 65535 : 65535 : 65535
1869 : 2298 : 2297 : 65535 : 65535 : 65535
1870 : 2298 : 2297 : 65535 : 65535 : 65535
1871 : 27 : 21 : 65535 : 65535 : 65535
1872 : 27 : 21 : 65535 : 65535 : 65535
1873 : 3346 : -1 : -1 : -1 : -1
1874 : 286 : 283 : 65535 : 65535 : 65535
1875 : 286 : 283 : 65535 : 65535 : 65535
1876 : 286 : 283 : 65535 : 65535 : 65535
1877 : 286 : 283 : 65535 : 65535 : 65535
1878 : 808 : 819 : 820 : 822 : 821
1879 : 808 : 819 : 820 : 822 : 821
1880 : 808 : 819 : 820 : 822 : 821
1881 : 808 : 819 : 820 : 822 : 821
1882 : 808 : 819 : 820 : 822 : 821
1883 : 808 : 819 : 820 : 822 : 821
1884 : 808 : 819 : 820 : 822 : 821
1885 : 808 : 819 : 820 : 822 : 821
1886 : 808 : 819 : 820 : 822 : 821
1887 : 808 : 819 : 820 : 822 : 821
1888 : 808 : 819 : 820 : 822 : 821
1889 : 813 : 819 : 820 : 822 : 821
1890 : 808 : 819 : 820 : 822 : 821
1891 : 808 : 819 : 820 : 822 : 821
1892 : 808 : 819 : 820 : 822 : 821
1893 : 813 : 819 : 820 : 822 : 821
1894 : 813 : 819 : 820 : 822 : 821
1895 : 808 : 819 : 820 : 822 : 821
1896 : 808 : 819 : 820 : 822 : 821
1897 : 808 : 819 : 820 : 822 : 821
1898 : 317 : 314 : 65535 : 65535 : 65535
1899 : 808 : 819 : 820 : 822 : 821
1900 : 808 : 819 : 820 : 822 : 821
1901 : 6389 : 6388 : 65535 : 65535 : 65535
1902 : 6393 : 6395 : 65535 : 65535 : 65535
1903 : 808 : 819 : 820 : 822 : 821
1904 : 808 : 819 : 820 : 822 : 821
1905 : 808 : 819 : 820 : 822 : 821
1906 : 808 : 819 : 820 : 822 : 821
1907 : 808 : 819 : 820 : 822 : 821
1908 : 808 : 819 : 820 : 822 : 821
1909 : 808 : 819 : 820 : 822 : 821
1910 : 6464 : 819 : 820 : 822 : 821
1911 : 6464 : 819 : 820 : 822 : 821
1912 : 6411 : 6410 : 65535 : 65535 : 65535
1913 : 6411 : 6410 : 65535 : 65535 : 65535
1914 : 6472 : 6471 : 65535 : 65535 : 65535
1915 : 6472 : 6471 : 65535 : 65535 : 65535
1916 : 6473 : 6471 : 65535 : 65535 : 65535
1917 : 6474 : 6471 : 65535 : 65535 : 65535
1918 : 6475 : 6471 : 65535 : 65535 : 65535
1919 : 6474 : 6471 : 65535 : 65535 : 65535
1920 : 6473 : 6471 : 65535 : 65535 : 65535
1921 : 6472 : 6471 : 65535 : 65535 : 65535
1922 : 6413 : 6412 : 65535 : 65535 : 65535
1923 : -1 : -1 : -1 : -1 : -1
1924 : -1 : -1 : -1 : -1 : -1
1925 : -1 : -1 : -1 : -1 : -1
1926 : -1 : -1 : -1 : -1 : -1
1927 : 6422 : 6419 : 65535 : 65535 : 65535
1928 : 6422 : 6419 : 65535 : 65535 : 65535
1929 : 6422 : 6419 : 65535 : 65535 : 65535
1930 : 6423 : 6420 : 65535 : 65535 : 65535
1931 : 6422 : 6419 : 65535 : 65535 : 65535
1932 : 6423 : 6420 : 65535 : 65535 : 65535
1933 : 6425 : -1 : -1 : -1 : -1
1934 : 2065 : 2064 : 65535 : 65535 : 65535
1935 : 2065 : 2064 : 65535 : 65535 : 65535
1936 : 2065 : 2064 : 65535 : 65535 : 65535
1937 : 2065 : 2064 : 65535 : 65535 : 65535
1938 : 2065 : 2064 : 65535 : 65535 : 65535
1939 : 2065 : 2064 : 65535 : 65535 : 65535
1940 : 808 : 819 : 820 : 822 : 821
1941 : 808 : 819 : 820 : 822 : 821
1942 : 808 : 819 : 820 : 822 : 821
1943 : 808 : 819 : 820 : 822 : 821
1944 : 808 : 819 : 820 : 822 : 821
1945 : 813 : 819 : 820 : 822 : 821
1946 : 808 : 819 : 820 : 822 : 821
1947 : 808 : 819 : 820 : 822 : 821
1948 : 813 : 819 : 820 : 822 : 821
1949 : 808 : 819 : 820 : 822 : 821
1950 : 808 : 819 : 820 : 822 : 821
1951 : 808 : 819 : 820 : 822 : 821
1952 : 808 : 819 : 820 : 822 : 821
1990 : 808 : 819 : 820 : 822 : 821
1991 : 808 : 819 : 820 : 822 : 821
1992 : 627 : 819 : 820 : 822 : 821
1993 : 808 : 819 : 820 : 822 : 821
1997 : 808 : 819 : 820 : 822 : 821
1998 : 808 : 819 : 820 : 822 : 821
1999 : 101 : 98 : 65535 : 65535 : 65535
2000 : 101 : 98 : 65535 : 65535 : 65535
2001 : 6818 : 6817 : 65535 : 65535 : 65535
2002 : 6821 : 6822 : 65535 : 65535 : 65535
2003 : 6813 : 6819 : 65535 : 65535 : 65535
2004 : 6813 : 6819 : 65535 : 65535 : 65535
2005 : 66 : 63 : 65535 : 65535 : 65535
2006 : 66 : 63 : 65535 : 65535 : 65535
2007 : 66 : 63 : 65535 : 65535 : 65535
2008 : 66 : 63 : 65535 : 65535 : 65535
2018 : 66 : 63 : 65535 : 65535 : 65535
2025 : 66 : 63 : 65535 : 65535 : 65535
2026 : 66 : 63 : 65535 : 65535 : 65535
2027 : 66 : 63 : 65535 : 65535 : 65535
2028 : 66 : 63 : 65535 : 65535 : 65535
2029 : 66 : 63 : 65535 : 65535 : 65535
2030 : 66 : 63 : 65535 : 65535 : 65535
2031 : 66 : 63 : 65535 : 65535 : 65535
2032 : 66 : 63 : 65535 : 65535 : 65535
2033 : 808 : 819 : 820 : 822 : 821
2034 : 357 : 358 : 65535 : 65535 : 65535
2035 : 195 : 189 : 65535 : 65535 : 65535
2036 : 195 : 189 : 65535 : 65535 : 65535
2037 : 195 : 189 : 65535 : 65535 : 65535
2038 : -1 : -1 : -1 : -1 : -1
2039 : 808 : 819 : 820 : 822 : 821
2040 : 808 : 819 : 820 : 822 : 821
2041 : 808 : 819 : 820 : 822 : 821
2042 : 5070 : 5070 : 65535 : 65535 : 65535
2043 : 5070 : 5070 : 65535 : 65535 : 65535
2044 : 5070 : 5070 : 65535 : 65535 : 65535
2045 : 1721 : 2405 : 2406 : 2414 : 2407
2046 : 1721 : 2405 : 2406 : 2414 : 2407
2047 : 1721 : 2405 : 2406 : 2414 : 2407
2048 : 66 : 63 : 65535 : 65535 : 65535
2049 : 66 : 63 : 65535 : 65535 : 65535
2050 : 66 : 63 : 65535 : 65535 : 65535
2051 : 66 : 63 : 65535 : 65535 : 65535
2052 : 66 : 63 : 65535 : 65535 : 65535
2053 : 4859 : 819 : 820 : 822 : 821
2054 : 3144 : 3145 : 65535 : 65535 : 65535
2055 : 3144 : 3145 : 65535 : 65535 : 65535
2056 : 808 : 819 : 820 : 822 : 821
2057 : 808 : 819 : 820 : 822 : 821
2058 : 808 : 819 : 820 : 822 : 821
2059 : 808 : 819 : 820 : 822 : 821
2060 : 6813 : 6819 : 65535 : 65535 : 65535
2061 : -1 : -1 : -1 : -1 : -1
2062 : 5386 : 5385 : 65535 : 65535 : 65535
2063 : 5668 : 5666 : 65535 : 65535 : 65535
2064 : 1008 : 1007 : 65535 : 65535 : 65535
2065 : 1008 : 1007 : 65535 : 65535 : 65535
2066 : 1008 : 1007 : 65535 : 65535 : 65535
2067 : 6793 : 6796 : 65535 : 65535 : 65535
2068 : 6793 : 6796 : 65535 : 65535 : 65535
2069 : 6785 : 6784 : 65535 : 65535 : 65535
2070 : 6786 : 6784 : 65535 : 65535 : 65535
2071 : 6787 : 6784 : 65535 : 65535 : 65535
2072 : 6785 : 6784 : 65535 : 65535 : 65535
2073 : 6786 : 6784 : 65535 : 65535 : 65535
2074 : 6787 : 6784 : 65535 : 65535 : 65535
2075 : 4662 : 4660 : 65535 : 65535 : 65535
2076 : 4663 : 4661 : 65535 : 65535 : 65535
2077 : 4663 : 4661 : 65535 : 65535 : 65535
2078 : 4662 : 4660 : 65535 : 65535 : 65535
2079 : 4663 : 4661 : 65535 : 65535 : 65535
2080 : 4663 : 4661 : 65535 : 65535 : 65535
2081 : 4663 : 4661 : 65535 : 65535 : 65535
2082 : 4663 : 4661 : 65535 : 65535 : 65535
2083 : 4662 : 4660 : 65535 : 65535 : 65535
2084 : 4663 : 4661 : 65535 : 65535 : 65535
2085 : 4670 : 4669 : 65535 : 65535 : 65535
2086 : 4670 : 4669 : 65535 : 65535 : 65535
2087 : 4670 : 4669 : 65535 : 65535 : 65535
2088 : 4670 : 4669 : 65535 : 65535 : 65535
2089 : 4670 : 4669 : 65535 : 65535 : 65535
2090 : 4656 : 4654 : 65535 : 65535 : 65535
2091 : 4656 : 4654 : 65535 : 65535 : 65535
2092 : 4656 : 4654 : 65535 : 65535 : 65535
2093 : 4656 : 4655 : 65535 : 65535 : 65535
2094 : 130 : 127 : 65535 : 65535 : 65535
2095 : 357 : 358 : 65535 : 65535 : 65535
2096 : 357 : 358 : 65535 : 65535 : 65535
2097 : 4650 : 4649 : 65535 : 65535 : 65535
2098 : 4650 : 4649 : 65535 : 65535 : 65535
2099 : 4650 : 4649 : 65535 : 65535 : 65535
2100 : 4650 : 4649 : 65535 : 65535 : 65535
2101 : 4650 : 4649 : 65535 : 65535 : 65535
2102 : 4650 : 4649 : 65535 : 65535 : 65535
2103 : 4650 : 4649 : 65535 : 65535 : 65535
2104 : 4318 : 4319 : 65535 : 65535 : 65535
2105 : 4318 : 4319 : 65535 : 65535 : 65535
2106 : 4318 : 4319 : 65535 : 65535 : 65535
2107 : 4318 : 4319 : 65535 : 65535 : 65535
2108 : 813 : 1146 : 820 : 822 : 821
2110 : 813 : 1146 : 820 : 822 : 821
2111 : 813 : 1146 : 820 : 822 : 821
2112 : 813 : 1146 : 820 : 822 : 821
2113 : 813 : 1146 : 820 : 822 : 821
2114 : 808 : 819 : 820 : 822 : 821
2115 : 808 : 819 : 820 : 822 : 821
2116 : 808 : 819 : 820 : 822 : 821
2117 : 808 : 819 : 820 : 822 : 821
2118 : 808 : 819 : 820 : 822 : 821
2119 : 808 : 819 : 820 : 822 : 821
2120 : 808 : 819 : 820 : 822 : 821
2121 : 808 : 819 : 820 : 822 : 821
2122 : 808 : 819 : 820 : 822 : 821
2123 : 808 : 819 : 820 : 822 : 821
2125 : 1716 : 1718 : 65535 : 65535 : 65535
2126 : 1716 : 1718 : 65535 : 65535 : 65535
2127 : 1721 : 2405 : 2406 : 2414 : 2407
2128 : 1721 : 2405 : 2406 : 2414 : 2407
2129 : 1721 : 2405 : 2406 : 2414 : 2407
